Original_Review,Actual_Rating,Predicted_Label,Churn_Probability,Cleaned_Review
I came to know that there is trial of 0% charge to open a saving account with KOTAK which is 811 app saving account. In which all the process was done through online. I maintain this account more than 2 years. No need to maintain a minimum balance. I have not done much transaction in this account.,5.0,0,0.10649709678814721,came know trial charge open saving account kotak app saving account process done online maintain account year need maintain minimum balance done much transaction account
"My mother has suggested SBI to open a saving account with them. Since she is govt employee, know all benefits and details. Hence I am having an account with them past 7 years. Need to maintain a minimum balance of 3K. ATM and branches are near. I use to get all details and update from bank.",5.0,0,0.07610335589386058,mother suggested sbi open saving account since govt employee know benefit detail hence account past year need maintain minimum balance atm branch near use get detail update bank
I am using HDFC saving account for more than 5 years. When I joined my previous company they made me to open a salary account with this bank. Later I resigned that job so now converted to saving account. Need to maintain a minimum balance of 10K its kind high if not maintain an amount charges are final. I get calls from banker if they provide any offers  for other products.,5.0,0,0.14775395010367284,using hdfc saving account year joined previous company made open salary account bank later resigned job converted saving account need maintain minimum balance kind high maintain amount charge final get call banker provide offer product
"SBI has best Internet banking and its very fast and easy to access any one. I am using this savings account more than 10 years,  if i withdrawal cash more than 5 time no charges. Mostly i am not taking cash at ATM.  I am doing more transcation, so no need to maintain minimum balance and getting immediate response from customer service Bank employees attitude must be change.",4.0,0,0.06263934347346604,sbi best internet banking fast easy access one using saving account year withdrawal cash time charge mostly taking cash atm transcation need maintain minimum balance getting immediate response customer service bank employee attitude must change
"YES bank service is good, I have been holding saving  account for more than 4 years  but  past two years I am not using  this account , because I forget net banking details if I contact the customer care there is no response so stop using this account itself. ATM and branches services are good.  I use to get alert message on time.",4.0,0,0.15753748356880792,yes bank service good holding saving account year past two year using account forget net banking detail contact customer care response stop using account atm branch service good use get alert message time
I am holding a salary account with AXIS bank past  2.5 years. I got an immediate alert message on time. I am using mobile app and net banking both are user friendly to access. I need to pay 500 rupees around  for SMS charge and account service on yearly basis.,4.5,0,0.016785235114865266,holding salary account axis bank past year got immediate alert message time using mobile app net banking user friendly access need pay rupee around sm charge account service yearly basis
I am using saving account from SBI almost 7-8 years.  Minimum amount need to maintain of 1-5K on monthly basis.  I get only OTP number on time but once the amount debited or credited I wont get any message from their end. I am using  net banking and it is good to access.  There is some charge of 500 rupees on yearly need to pay.,4.0,0,0.06538981209094134,using saving account sbi almost year minimum amount need maintain monthly basis get otp number time amount debited credited wont get message end using net banking good access charge rupee yearly need pay
I have Hdfc bank salary account for the past 3 to 4 years . I am using mobile  banking service is used for all transactions and money transfer .If contact customer service for any query then wil be getting good response .I am satisfied with the overall banking service .,4.0,0,0.12960331479663442,hdfc bank salary account past year using mobile banking service used transaction money transfer contact customer service query wil getting good response satisfied overall banking service
"I maintain salary cum saving account with SBI. On 2015, my company has suggested to opened an account. Need to maintain a minimum balance of 3K. There is no hidden charge. On quarter basis SMS charge is applicable of 12 - 15 rupees. ATM charges are applicable if I cross more than 5 times in a month of 40 rupees.",5.0,0,0.19051645242646814,maintain salary cum saving account sbi company suggested opened account need maintain minimum balance hidden charge quarter basis sm charge applicable rupee atm charge applicable cross time month rupee
Standard Chartered Bank has a very good app and i am using this account more than 9 years. This is a salary comes savings account so need to maintain minimum balance and the customer service is very very good.  I am continuously getting offer messages from bank.,5.0,0,0.04567592505578156,standard chartered bank good app using account year salary come saving account need maintain minimum balance customer service good continuously getting offer message bank
I maintain a saving account with INDUSIND for the past 1 year. I no need to maintain a minimum balance account. Since my friend is working as a executive and he has recommend to open an account with them. Hence I chosen it. I use this account for the transaction. I use to get offers message from their end.,4.0,0,0.20502552605486035,maintain saving account indusind past year need maintain minimum balance account since friend working executive recommend open account hence chosen use account transaction use get offer message end
AXIS has given an option to maintain a account with them and I am holding for past 12 years. On yearly basis charge is applicable of 15 to 30 rupees and it will be reflecting in statement as well. ATM and branch services are good. Whenever they provide offers I use to get by message.,4.5,0,0.15583536462660874,axis given option maintain account holding past year yearly basis charge applicable rupee reflecting statement well atm branch service good whenever provide offer use get message
"Since 11 years, i am using this SBI account which am very convenient. I received an offer for a zero balance account and the ATM facilities are near. The customer service was good . Even the responses are proper at the branch and am okay with the interest rate too.",4.0,0,0.08362220839588472,since year using sbi account convenient received offer zero balance account atm facility near customer service good even response proper branch okay interest rate
"I am holding salary account with HDFC Bank for the past 7-8 months . Since its this a salary account, no need to maintain a minimum balance amount. I am not using atm since i have paytm service  and mobile app which are quite easy to access. When ever, i log into it am getting a blank screen that need to be changed. The customer service is  good and responding properly.",4.0,0,0.014178809766904435,holding salary account hdfc bank past month since salary account need maintain minimum balance amount using atm since paytm service mobile app quite easy access ever log getting blank screen need changed customer service good responding properly
I have opened my savings account from Kotak Mahindra bank more than 2.5 years and am making all transaction through this bank account. They have provided me a zero balance account.  I can find their branch's in all the places. They are not taking any kind of hidden charges.,5.0,0,0.04293088840834188,opened saving account kotak mahindra bank year making transaction bank account provided zero balance account find branch place taking kind hidden charge
My salary account is maintained with HDFC Bank for nearly 10 years and till now there was no issues. Its a friendly bank according to my experience. I am using the online service which is very good. Their customer service was good but fixed deposit interest rates was less.,5.0,0,0.07538311800801036,salary account maintained hdfc bank nearly year till issue friendly bank according experience using online service good customer service good fixed deposit interest rate less
I am doing all my transactions with Indian bank and this branch is near to my residence. I am keeping minimum balance of Rs. 1000 and i have not faced any issues till now. Indian Bank has a very good customer service and this savings account has a normal rate of interest.,5.0,0,0.11671243209465876,transaction indian bank branch near residence keeping minimum balance faced issue till indian bank good customer service saving account normal rate interest
"I am maintaining my savings account with SBI, i have been using more than 10 years. This is only savings account, so i need to maintain minimum balance of Rs. 1000 for cash withdrawal, shopping i am receiving alert message and this bank has a very good app. I didn't interact with the customer service till date. Rest all good with this bank.",4.0,0,0.09880870365605496,maintaining saving account sbi using year saving account need maintain minimum balance cash withdrawal shopping receiving alert message bank good app interact customer service till date rest good bank
I use to get my salary from HDFC bank because my company has given an option only from this bank. I am using this account past 5 years. So far I haven't faced any additional or hidden charge. No need to maintain a minimum balance account. ATM charges are applicable if I done a transactions  more than 5 times in a month.  I would suggest to provide more product offer.,5.0,0,0.06661780207856798,use get salary hdfc bank company given option bank using account past year far faced additional hidden charge need maintain minimum balance account atm charge applicable done transaction time month would suggest provide product offer
I maintain my savings account  with KOTAK bank for more than 2 years. There is no hidden charges in this bank. When I visit online at that time I came to know this bank has offered a zero balance account so I chosen it. I am not getting any offers message from bank end.,4.0,0,0.0773503750229517,maintain saving account kotak bank year hidden charge bank visit online time came know bank offered zero balance account chosen getting offer message bank end
I am holding a saving account with INDIAN BANK for more than 5 years. For my personal need I had opened an account with this bank but the branch is not near to reach them. I need to maintain a minimum balance of 500 rupees. I use to get an alert messages from bank whenever I do a transactions but not getting any offer message.,4.0,0,0.09262246114325602,holding saving account indian bank year personal need opened account bank branch near reach need maintain minimum balance rupee use get alert message bank whenever transaction getting offer message
My company has given an option to open a salary account  with STANDARD CHARTERED BANK and I maintain this account just 8 months. It is a  zero balance account. I am using mobile app and it is user friendly to access. Branches are bit far away from my place to reach them. I am not getting any offers message.,4.0,0,0.05739157323430563,company given option open salary account standard chartered bank maintain account month zero balance account using mobile app user friendly access branch bit far away place reach getting offer message
Past 9 years I maintain my saving account with SBI. The branch and ATM services are fine. Whenever contact the customer service is good and responsive. I use to get offer message from their end. So far there is no any hidden charge in this account. Though its saving account I no need to maintain a minimum balance amount.,4.0,0,0.16425382279404954,past year maintain saving account sbi branch atm service fine whenever contact customer service good responsive use get offer message end far hidden charge account though saving account need maintain minimum balance amount
I am holding a salary account from BANK OF BARODA  more than 7 years. There is no hidden charges in this bank. They have not provide an option to maintain a minimum balance. I am using mobile app and net banking both are user friendly to access. ATM and branch services are good also near to reach them directly.,4.5,0,0.014140699493828339,holding salary account bank baroda year hidden charge bank provide option maintain minimum balance using mobile app net banking user friendly access atm branch service good also near reach directly
I maintain my salary cum saving account with HDFC bank for more than a year. No need to maintain a minimum balance account. So far there is no any hidden charges. I can do transaction upto 40K. I use mobile app and net banking service both are good.  On time I get alert message from bank for each transaction.,5.0,0,0.08607226163815516,maintain salary cum saving account hdfc bank year need maintain minimum balance account far hidden charge transaction upto use mobile app net banking service good time get alert message bank transaction
I am  using Karur Vysya Bank saving account for the past  5 years only.I will receive email as well as message alert and customer service  is also good on this bank .If I contact them for any query giving good response and banking service is much comfortable .I am happy with the service as well.,4.0,0,0.08062298343702234,using karur vysya bank saving account past year receive email well message alert customer service also good bank contact query giving good response banking service much comfortable happy service well
"Canara Bank has a very good app and also internet banking is very user friendly. This is a salary cums savings, no need to maintain a minimum balance. If i withdrawal cash or done shopping, i am getting alert messages from bank end and they given me a domestic debit card.",4.0,0,0.14226981458139018,canara bank good app also internet banking user friendly salary cum saving need maintain minimum balance withdrawal cash done shopping getting alert message bank end given domestic debit card
I am maintaining minimum balance of Rs. 250 + GST for Axis Bank savings account and debit card. Since 5 years i am holding this account apart from this there is no hidden charges . This bank has a good customer service and the rate of interest was nominal.,5.0,0,0.09187706518951283,maintaining minimum balance gst axis bank saving account debit card since year holding account apart hidden charge bank good customer service rate interest nominal
I am keeping minimum balance of Rs. 1000 for UNITED BANK OF INDIA. Since 12 years i am using this savings account and they given a domestic debit card. This bank has a good application and their service was fine. ATM facilities is not good which is not nearby my place.,4.0,0,0.08115479496066076,keeping minimum balance united bank india since year using saving account given domestic debit card bank good application service fine atm facility good nearby place
"Last 7 years, i have been using the salary account from YES bank and its a hassle free account to use. They are not taking any hidden charges. Once i called the customer care for the debit card purpose and the response was good. There is no extra charges for fund transfer like IMPS and NEFT. Their mobile banking service need to be improved.",4.0,0,0.13049768290779584,last year using salary account yes bank hassle free account use taking hidden charge called customer care debit card purpose response good extra charge fund transfer like imp neft mobile banking service need improved
"For cash withdrawal, i am getting instantly alert messages from Indian Bank some times due to software problem i am unable to get messages. Since 16 years i am using this account, so no need to maintain minimum balance.  ATM facilities are near and debit card charges are applicable.",5.0,0,0.2528732360979527,cash withdrawal getting instantly alert message indian bank time due software problem unable get message since year using account need maintain minimum balance atm facility near debit card charge applicable
"SBI has a very good application, since i am using this savings account more than 7 years. No need to maintain minimum balance,  because this is a salary comes savings account. For cash withdrawal and all i am getting instantly alert text.  I am not getting any offer message from bank and their service was good.",5.0,0,0.058593256724132736,sbi good application since using saving account year need maintain minimum balance salary come saving account cash withdrawal getting instantly alert text getting offer message bank service good
I have opened the savings account from TNSC bank because its undertaken by state Government. I need to maintain a minimum balance of Rs. 1000. I have never applied the facility of mobile app and net banking. Bank response is good. They have taken almost 2 days to sent the debit card and cheque book to my residential address.,5.0,0,0.08896686588444744,opened saving account tnsc bank undertaken state government need maintain minimum balance never applied facility mobile app net banking bank response good taken almost day sent debit card cheque book residential address
6 years before i have chosen my standard chartered bank savings account earlier it was my salary account after that i have converted in savings account. I don't need to maintain any minimum balance. Its best bank but branches are not available like other banks anyway i don't feel its big issue because all the facilities are available on their app and net banking.,5.0,0,0.10252393581828693,year chosen standard chartered bank saving account earlier salary account converted saving account need maintain minimum balance best bank branch available like bank anyway feel big issue facility available app net banking
"More than 8 years, i have been using the salary account from HDFC bank. I went to their branch for cash deposit or withdrawal and the response is good. Its a zero balance maintenance account. Their Internet banking facility and mobile app is user friendly. They don't charge me any hidden charges. There is charge of Rs. 5 for IMPS transactions.",5.0,0,0.01633288231054207,year using salary account hdfc bank went branch cash deposit withdrawal response good zero balance maintenance account internet banking facility mobile app user friendly charge hidden charge charge imp transaction
"For the past 8 months, i have been using salary account with Andhra Bank and its been very good experience. They are giving 3.5% interest rate for savings account and its okay. I'm not using using mobile banking for checking balance and to do transactions. Their app is easy to access.",4.0,0,0.027896720017965206,past month using salary account andhra bank good experience giving interest rate saving account okay using using mobile banking checking balance transaction app easy access
"I am using Syndicate bank salary account for the past  1.5 years with the net banking  service as well as mobile banking, these are good and I used to transfer money and also transaction history can be checked . Banking service is pretty good and customer service is also giving me good response if I contact them for any assistance.",5.0,0,0.021482632126717572,using syndicate bank salary account past year net banking service well mobile banking good used transfer money also transaction history checked banking service pretty good customer service also giving good response contact assistance
"From INDIAN Bank,  i am using savings account more than 3 months. This is salary comes savings and its a zero balance account but i am maintaining Rs. 500. This bank has a good app atm service are available near to my residency and their service was good.",4.0,0,0.10383506373464088,indian bank using saving account month salary come saving zero balance account maintaining bank good app atm service available near residency service good
I have been holding an account for a saving with SBI for more than 5  years. There is no hidden charges in this bank. It is a zero balance account. I am not using mobile app and net banking and i am not getting an alert messages from bank whenever I do a transactions. ATMs and branches are near to reach them directly.,5.0,0,0.01736011569101927,holding account saving sbi year hidden charge bank zero balance account using mobile app net banking getting alert message bank whenever transaction atm branch near reach directly
I am holding a savings with AXIS bank quite for a long time. There is no hidden charges in this bank. I am maintaining Rs. 10k minimum  balance account. I am using mobile app and Internet banking and it is user friendly to access. ATM and branches are near.,5.0,0,0.052624157216425375,holding saving axis bank quite long time hidden charge bank maintaining minimum balance account using mobile app internet banking user friendly access atm branch near
"Since 12 years, i am using HDFC Bank savings account. This is a salary cums savings so no need to maintain minimum balance and this bank has a good app and user friendly. ATM facility is near and their service was good. When ever i do shopping i am getting instantly alert messages.",5.0,0,0.09326382200109315,since year using hdfc bank saving account salary cum saving need maintain minimum balance bank good app user friendly atm facility near service good ever shopping getting instantly alert message
"I am using HDFC Bank Salary account for the past 8 years and the net banking, mobile banking service is good which I used to  check all  transactions details. Banking  service is also  comfortable and  good. Each transaction is safe  and using this account much frequently.",5.0,0,0.019766533951295177,using hdfc bank salary account past year net banking mobile banking service good used check transaction detail banking service also comfortable good transaction safe using account much frequently
"HDFC Bank i am maintaining savings account this is a salary cums savings so no need to maintain minimum balance. This bank has a good app is and its fine to use. When ever i withdrawal cash i am getting alert message instantly  , atm service is very near.",4.5,0,0.2136766755893936,hdfc bank maintaining saving account salary cum saving need maintain minimum balance bank good app fine use ever withdrawal cash getting alert message instantly atm service near
"Taken my savings account from CITI Bank and  i am using this account more than 10 years. The branch is available near to my home, i am using their online banking facility and its very good to use. They are not deducting any hidden charges and i need to maintain a minimum balance of Rs. 1L compulsory, need to decrease that.",5.0,0,0.06182566083064242,taken saving account citi bank using account year branch available near home using online banking facility good use deducting hidden charge need maintain minimum balance compulsory need decrease
"I have opened my savings account in Andhra Bank 8 years ago. My experience is very good and I like the customer support. Other things are also good. I need to maintain a minimum balance of 1500, if not they will not cover accidental and term insurance. I took International debit card.",5.0,0,0.05190614158071758,opened saving account andhra bank year ago experience good like customer support thing also good need maintain minimum balance cover accidental term insurance took international debit card
My savings account is maintained with AXIS Bank and this is a salary cum savings no need to maintain minimum balance. AXIS Bank has a very good application but i am using it with other bank because this is only salary account.This bank has a good customer service.,5.0,0,0.10562583337781419,saving account maintained axis bank salary cum saving need maintain minimum balance axis bank good application using bank salary account bank good customer service
"From SYNDICATE Bank, i am using savings account more than 10 years. I am keeping minimum balance of Rs. 1000 and their service was good. I am not receiving any offer messages from bank but i received calls several times for loan offer. ATM is near but facility is not good which needs to be improved.",4.0,0,0.15097168081215862,syndicate bank using saving account year keeping minimum balance service good receiving offer message bank received call several time loan offer atm near facility good need improved
"Since 40 years, i am using savings account from UCO Bank. This bank app is very good and their customer service was also good. I am maintaining minimum balance of Rs.1000 for cheque book account and ATM facility is available in walkable distance from home within 15minutes, I can reach. When ever i withdraw cash from ATM instantly getting alert messages.",5.0,0,0.04655213651211796,since year using saving account uco bank bank app good customer service also good maintaining minimum balance cheque book account atm facility available walkable distance home within minute reach ever withdraw cash atm instantly getting alert message
"Almost 40 years, i am using Indian Bank savings account because it was recommended and opened this account when i was in young age. They are handling the customer very well. I need hold a minimum balance of Rs. 1000. Their ATM facility is available in all the places. I have not faced any troubles from this account. Overall, I'm satisfied with their services.",5.0,0,0.19618589806030517,almost year using indian bank saving account recommended opened account young age handling customer well need hold minimum balance atm facility available place faced trouble account overall satisfied service
"2 years before, i have purchased the savings account from HDFC. When my son bought a home loan, they have given this account to me. They will calculate a average balance once in 3 months with the amount of Rs. 10000. Sometimes, i used to visit the branch for general enquiry but the branch was more crowded for most of the times.",5.0,0,0.18463518656644307,year purchased saving account hdfc son bought home loan given account calculate average balance month amount sometimes used visit branch general enquiry branch crowded time
My company is having their current account in Indian Overseas bank hence they have provided me a salary account also to all the employees. I hold this account for almost 20 years and Its convenient for using the net banking facility. Frequently i used to visit their branch and the staffs are very supportive. I am maintaining a minimum balance of Rs. 1000.,5.0,0,0.09521819566646536,company current account indian overseas bank hence provided salary account also employee hold account almost year convenient using net banking facility frequently used visit branch staff supportive maintaining minimum balance
"Long  back i am using savings account from HDFC Bank. Its a zero balance account since this salary cums savings, when ever i withdrawal  cash getting alert messages and this application was good.  HDFC Bank has a good customer service and they responding properly.",5.0,0,0.04445831310639978,long back using saving account hdfc bank zero balance account since salary cum saving ever withdrawal cash getting alert message application good hdfc bank good customer service responding properly
I am holding a savings with account with AXIS bank for more than 1.5  years. There is no hidden charges in this bank. It is a zero balance account. I am using mobile app and Net banking  it is user friendly to access. ATM and branches are near to my residence.,5.0,0,0.06510387931280719,holding saving account axis bank year hidden charge bank zero balance account using mobile app net banking user friendly access atm branch near residence
"I am using VIJAYA  Bank savings account for more than 4 years. Every day i can withdraw cash from atm upto Rs.50,000 and I will receive alert messages from the bank. Also I linked this account online like Google pay and more for an easy payment. I spoke to bank executive directly it was good.",5.0,0,0.06037496697457676,using vijaya bank saving account year every day withdraw cash atm upto receive alert message bank also linked account online like google pay easy payment spoke bank executive directly good
"In Karur Vysya Bank, they are not charging me any extra amount. Bank is in near to my house so i have chosen them. I need to maintain a minimum balance of Rs. 1000. Its very good to use the net banking and mobile app and i find all the option in that. After completion of 5 transaction from other ATM, they are charging Rs. 20 for each transaction.",5.0,0,0.10770077205587647,karur vysya bank charging extra amount bank near house chosen need maintain minimum balance good use net banking mobile app find option completion transaction atm charging transaction
"From HDFC Bank ,  i am maintaining minimum balance of Rs. 20,000. I am using this savings account quite for a long time and this bank has good ATM facilities. When ever i do cash withdrawal instantly i am getting alert messages and they given international debit card.",5.0,0,0.07928584149620894,hdfc bank maintaining minimum balance using saving account quite long time bank good atm facility ever cash withdrawal instantly getting alert message given international debit card
"More than 20 years, i have been using the salary account with Indian Overseas Bank because the branch is located nearby my place.  They don't take any hidden charges. I never experienced of their net banking facility and mobile app. When i visited the branch, response is prompt and the employees are helpful.",5.0,0,0.08043252508935353,year using salary account indian overseas bank branch located nearby place take hidden charge never experienced net banking facility mobile app visited branch response prompt employee helpful
"Axis bank has limited options in menu of Customer support, this means they do not welcome any other query apart from set menu, their phone banking numbers are useless they doesnt provide any extra info or let us speak to customer support executive. Neither there is option to write a mail regarding our issue.We have to directly visit bank branch which is not always possible as the office time of the branch and our work time are same. Do they expect us to visit branch for every issues to get resolved. aleast let us write about our issue.This is really disgusting. And i wasted my time calling customer support and downloaded app for solution but there also they have limited options. There are more issues we face such as non deduction( auto debit) of set payments on decided date . where should we complain. Should we pay penalty for non payments on due date by bank and take off from our office to visit axis bank branch to report work not done by the bank.",0.5,0,0.1271116919848326,axis bank limited option menu customer support mean welcome query apart set menu phone banking number useless doesnt provide extra info let speak customer support executive neither option write mail regarding issue directly visit bank branch always possible office time branch work time expect visit branch every issue get resolved aleast let write issue really disgusting wasted time calling customer support downloaded app solution also limited option issue face non deduction auto debit set payment decided date complain pay penalty non payment due date bank take office visit axis bank branch report work done bank
"Almost 4 years back, i went to the SBI branch and opened the savings account because they have a good credibility in the market. Earlier i need to hold a minimum balance of Rs. 1000 and now that has been not required. Its convenient to use the net banking and mobile app facility. I find the ATMs even in remote areas.",4.0,0,0.05932539554404888,almost year back went sbi branch opened saving account good credibility market earlier need hold minimum balance required convenient use net banking mobile app facility find atm even remote area
Opened my salary account from CITI bank before 2 years. I never had any hassles till now. There is no criteria to maintain any minimum balance. Its good to use the net banking and mobile app facility. Only once i have visited their branch for signature verification and the response was good in the branch.,4.0,0,0.0382430248245715,opened salary account citi bank year never hassle till criterion maintain minimum balance good use net banking mobile app facility visited branch signature verification response good branch
I am holding a savings account  in AXIS bank for more than 1.5 years. Through online I opened an account. There is no hidden charges in this bank. It is a zero balance account. ATMs and branches are near to reach them directly. i am getting good offer message. SMS charge is applicable of 15 rupees.,5.0,0,0.04411546981896265,holding saving account axis bank year online opened account hidden charge bank zero balance account atm branch near reach directly getting good offer message sm charge applicable rupee
I have been using salary account from SYNDICATE BANK. I have been using this account for past 3 years. It is a zero  balance account with no hidden charge. I am not getting  offers message. On quarterly basis SMS charge  will be  applicable of 15 rupees.  I use to do transaction more than 5 times so charge will be applicable of 25 rupees.,5.0,0,0.05974153840076795,using salary account syndicate bank using account past year zero balance account hidden charge getting offer message quarterly basis sm charge applicable rupee use transaction time charge applicable rupee
I am holding a saving account with SBI bank for more than 5 years. There is no hidden charges in this bank. It is user friendly to access mobile app. Need to maintain a minimum balance for this account of 5K. I get an alert messages from bank whenever I do a transactions.,2.0,1,0.6088155929912159,holding saving account sbi bank year hidden charge bank user friendly access mobile app need maintain minimum balance account get alert message bank whenever transaction
I am having a salary account with AXIS bank for just 3 months back. There is no hidden charges in this bank. It is a  zero balance account. I am using mobile app and it is user friendly to access. I use this account only for transact the amount. Mostly do online transaction rather than ATM.,2.0,1,0.6302964497862429,salary account axis bank month back hidden charge bank zero balance account using mobile app user friendly access use account transact amount mostly online transaction rather atm
"I have Karnataka  bank  saving account which i am using for  8 years .There  will be  message alert and there was no difficulties faced so far . customer service is also  good ,if have any query getting good response and banking service  is good and satisfied .Each transaction is done  very frequently .",4.0,0,0.07137163483739027,karnataka bank saving account using year message alert difficulty faced far customer service also good query getting good response banking service good satisfied transaction done frequently
"I have opened Axis bank salary account last 3 years ago.          I have to maintain a minimum balance of Rs. 10,000 even though its salary account. They don't take any hidden charges. Its comfortable to use the net banking and mobile app facility. I have no idea about the other bank ATM withdrawal charges.",5.0,0,0.08657070946343351,opened axis bank salary account last year ago maintain minimum balance even though salary account take hidden charge comfortable use net banking mobile app facility idea bank atm withdrawal charge
I maintain my saving account from HDFC bank  just  4 months back. Since my friend has suggested and mean while  in my future I am going to take home loan so opened an account. Need to maintain minimum charge of 5K  which is nominal.  I am getting offers message from their end.  i get alert message on time from bank end for each transaction.,5.0,0,0.09790348062643307,maintain saving account hdfc bank month back since friend suggested mean future going take home loan opened account need maintain minimum charge nominal getting offer message end get alert message time bank end transaction
I have been holding a salary account with SBI approximately  13 yeas. I need to maintain a minimum balance of  around 10K. There is some SMS  and  ATM charges are applicable on quarterly up to 70 rupees. Mobile app is fine to use.  ATM and branches services are good.,5.0,0,0.03973633274258247,holding salary account sbi approximately yea need maintain minimum balance around sm atm charge applicable quarterly rupee mobile app fine use atm branch service good
"Recently i have opened the savings account from Kotak Mahindra bank but i have not made any transaction from this account. They have provided me a zero balance account. To get a valid address proof, i have opened this account. I can find the branches in all the places. They are not taking any kind of hidden charges.",4.0,0,0.06088932728470121,recently opened saving account kotak mahindra bank made transaction account provided zero balance account get valid address proof opened account find branch place taking kind hidden charge
At earlier in my previous company  they have provided a salary account from Indusind bank. They don't take any charges for other ATM withdrawal. They don't deduct any hidden charges. I have been using the mobile app of this bank and its better to use. Its a zero balance account to use.,5.0,0,0.1074256144729287,earlier previous company provided salary account indusind bank take charge atm withdrawal deduct hidden charge using mobile app bank better use zero balance account use
"Overall I have been using State Bank account for more than 8 years but for past 1 year, I have been using it as a salary account anyway i need to maintain a minimum balance of Rs. 5,000. Chosen this bank because when i was in native i opened this account because to do the deposit, its a easy way because of the cash deposit machine and i can do most of my transactions through their app.",5.0,0,0.11518558302440148,overall using state bank account year past year using salary account anyway need maintain minimum balance chosen bank native opened account deposit easy way cash deposit machine transaction app
"I am using Bank of Baroda  salary account  which is very comfortable .I am using  net banking mobile banking it is transaction history can be  checked and can be used for money transfer ,it is good to use  and very user friendly, everything is good ,customer service is also good and not faced any drawbacks .",5.0,0,0.011088529894184516,using bank baroda salary account comfortable using net banking mobile banking transaction history checked used money transfer good use user friendly everything good customer service also good faced drawback
I am using saving account from  BANK OF MAHARASHTRA for the past  6-7 years. I have to maintain a minimum balance of 2K. Atm and branches services  are good and easy to reach from my place. SMS will be get on quick for each transaction. Their service is good and supportive.,4.0,0,0.08162624124604273,using saving account bank maharashtra past year maintain minimum balance atm branch service good easy reach place sm get quick transaction service good supportive
Sometime they will deduct money from my account without mentioning the reason and they just its a services on my Syndicate bank salary acccount. I need to maintain a minimum balance of Rs. 1000 and above. I cannot able to download the statement on their mobile app and they do have net banking facility which will not work most of the times.,5.0,0,0.11010468263452294,sometime deduct money account without mentioning reason service syndicate bank salary acccount need maintain minimum balance cannot able download statement mobile app net banking facility work time
